time,
743.1276827438713,
729.1681077829737,
731.6776561502489,
725.1848345130554,
734.2282749457354,
737.6599624537155,
726.325396191107,
733.1199811869574,
744.929469424317,
748.7104652188139,
747.9888881152643,
743.9347902435521,
751.0146489562053,
740.3420181826162,
746.227282901877,
743.8304281114339,
747.5820918587207,
752.3242331540475,
743.3350422146323,
751.2679409992659,
751.4470002473826,
753.9589613125638,
750.1046833703077,
748.7981416185202,
752.155601857763,
749.6269508107763,
753.4623583934499,
754.3748098945033,
755.2334639938713,
750.7081172992212,
754.2715698217249,
746.550678606199,
756.0901600205887,
751.4711617801967,
752.0812029374681,
750.2625065835674,
752.7053340462206,
752.7978961711568,
757.0703807895493,
752.7094768657431,
760.3845064319459,
747.476468654239,
754.0245856143067,
753.4610727823352,
755.3293201967888,
750.5057920031601,
744.6806673941841,
751.3680504061862,
758.5601999608976,
749.5555090294624,
