time,
0.6244446411132812,
0.62594091796875,
0.6247213134765625,
0.6245263671875,
0.6247371215820312,
0.6245258178710937,
0.6241444702148438,
0.624852783203125,
0.6245407104492188,
0.6243828735351562,
0.6246535034179688,
0.6242205200195312,
0.6248114013671875,
0.6246901245117188,
0.6242002563476563,
0.6242628784179688,
0.62483251953125,
0.6247581176757813,
0.624575927734375,
0.6248563842773438,
0.6245665893554687,
0.6248026123046875,
0.6241339111328125,
0.6246402587890625,
0.6247526245117188,
0.6244646606445312,
0.6247487182617187,
0.6248510131835937,
0.624848388671875,
0.6245342407226563,
0.6241531982421875,
0.6244004516601562,
0.624197509765625,
0.624440673828125,
0.6244471435546874,
0.6248585815429688,
0.6245578002929687,
0.6246727905273437,
0.6243211669921875,
0.62475439453125,
0.6247601318359375,
0.6248531494140624,
0.624673828125,
0.6246878051757813,
0.6243516235351563,
0.6247825317382812,
0.624879150390625,
0.6247976684570312,
0.624523681640625,
0.6248524169921875,
0.6248795776367188,
0.624285888671875,
0.6245912475585937,
0.6247203979492187,
0.6243011474609375,
0.624727783203125,
0.6243571166992188,
0.6245811767578126,
0.624667724609375,
0.6241728515625,
0.6248104858398438,
0.624476806640625,
0.6244142456054688,
0.6244806518554687,
0.6246036987304687,
0.6245405883789062,
0.6248282470703125,
0.6247533569335938,
0.6247950439453125,
0.6245203247070312,
0.6248366088867188,
0.6241654663085937,
0.624816650390625,
0.6248317260742188,
0.62446142578125,
0.6242901000976563,
0.6248295288085938,
0.6241566772460938,
0.6241317749023437,
0.6247999267578125,
0.6242221069335937,
0.62485400390625,
0.6247976684570312,
0.624259765625,
0.6244359741210938,
0.624253662109375,
0.62486083984375,
0.6248839721679688,
0.6247088012695312,
0.624490966796875,
0.6246619262695312,
0.6244207763671875,
0.6244896240234376,
0.624491455078125,
0.6241240234375,
0.6246720581054688,
0.6245225219726562,
0.624576171875,
0.6242605590820313,
0.6245399169921875,
0.6248106079101563,
0.6244601440429688,
0.6245560913085938,
0.6243942260742188,
0.6246130981445313,
0.624689208984375,
0.62456103515625,
0.624695068359375,
0.6245618896484375,
0.62489013671875,
0.6245109252929687,
0.62437548828125,
0.6247998657226562,
0.6244765014648438,
0.6243533935546876,
0.6242493896484375,
0.6248290405273438,
0.624723876953125,
0.6247360229492187,
0.624802001953125,
0.6248084106445313,
0.624219970703125,
0.6246640014648438,
0.6245264892578125,
0.6248590698242188,
0.6246488647460937,
0.6246940307617187,
0.62476806640625,
0.6243416137695312,
0.6248856811523438,
0.6248655395507813,
0.6248768310546875,
0.624865234375,
0.6244149780273438,
0.6242907104492188,
0.6248120727539063,
0.6247637939453125,
0.6248871459960937,
0.6245652465820313,
0.6247463989257812,
0.6243670654296875,
0.6244124145507812,
0.624358154296875,
0.6247882080078125,
0.62481103515625,
0.6244749755859375,
0.6246742553710938,
0.6245476684570312,
0.62458251953125,
0.6243373413085938,
0.624450439453125,
0.6246644287109375,
0.6247058715820313,
0.624789794921875,
0.62453125,
0.6244860229492187,
0.624656494140625,
0.6243404541015625,
0.6241978759765625,
0.6243658447265625,
0.6247510986328125,
0.6242361450195313,
0.6245379638671875,
0.6242870483398437,
0.6246707763671875,
0.6245746459960938,
0.6246998901367188,
0.6247597045898438,
0.6245528564453126,
0.6245426025390625,
0.624764892578125,
0.624480712890625,
0.6248358154296875,
0.6243002319335937,
0.6242888793945313,
0.6243637084960938,
0.6248347778320312,
0.6243150024414063,
0.6244833374023437,
0.6248150024414062,
0.6247739868164063,
0.6247159423828125,
0.6243818359375,
0.6247508544921875,
0.6247222290039063,
0.6246503295898438,
0.6245601806640625,
0.6248241577148438,
0.62440380859375,
0.62442041015625,
0.6246693115234375,
0.6248445434570312,
0.6242763671875,
0.624838134765625,
0.62412255859375,
0.62477001953125,
0.624694580078125,
0.6248423461914062,
0.6248477783203125,
0.6243024291992187,
0.624548828125,
0.6247988891601562,
0.6245472412109375,
0.6241422119140625,
0.6247644653320312,
0.6243896484375,
0.624489501953125,
0.6243699340820312,
0.6245578002929687,
0.6247008666992188,
0.6246722412109375,
0.6246773071289062,
0.6248131713867188,
0.62451806640625,
0.6246629028320313,
0.6247066040039062,
0.6247603759765625,
0.6248612060546875,
0.6243782958984375,
0.6244306640625,
0.6243970336914062,
0.6245520629882813,
0.6247144165039062,
0.6248405151367188,
0.624658203125,
0.6244755859375,
0.6244744262695312,
0.6248370971679688,
0.62449560546875,
0.6244260864257812,
0.6247362060546875,
0.6243079833984375,
0.6246517944335938,
0.6241234130859376,
0.6245496215820312,
0.6248912353515625,
0.6244173583984375,
0.6247251586914062,
0.62463623046875,
0.6248562622070313,
0.6248108520507812,
0.6246475830078125,
0.624685791015625,
0.624427734375,
0.624527099609375,
0.6247819213867187,
0.6242589721679688,
0.6245567626953125,
0.6242642822265625,
0.6247515258789063,
0.6246505126953125,
0.6248489990234375,
0.6241614379882813,
0.6248739624023437,
0.6241483764648438,
0.62470849609375,
0.6246359252929687,
0.6244437255859375,
0.6248599243164062,
0.6247420654296875,
0.6242599487304688,
0.6246698608398438,
0.6247610473632812,
0.6248605346679688,
0.6247734375,
0.6247979125976563,
0.624857421875,
0.6247698974609375,
0.6246573486328125,
0.6244818115234375,
0.6245506591796876,
0.6247872314453125,
0.6244296875,
0.6244575805664062,
0.6248750610351562,
0.6247826538085938,
0.6247421264648437,
0.6248722534179687,
0.6246893310546875,
0.6241898803710938,
0.6243021240234375,
0.6242493286132812,
0.6248502807617188,
0.624833251953125,
0.624238037109375,
0.624483642578125,
0.6244462280273437,
0.6248831787109375,
0.6242630615234375,
0.6244429321289062,
0.6244479370117187,
0.6244658813476562,
0.6245390625,
0.624448486328125,
0.6248843994140625,
0.6248072509765625,
0.624421142578125,
0.6244014892578125,
0.624215576171875,
0.6245791625976562,
0.624752197265625,
0.6243095703125,
0.6248148803710938,
0.6242266235351562,
0.6247551879882812,
0.6247615356445313,
0.624680908203125,
0.6245137329101562,
0.6244959106445312,
0.6247943725585937,
0.6247114868164062,
0.6241700439453125,
0.6241600952148437,
0.6248308715820312,
0.6246651000976563,
0.6245020751953125,
0.6247630615234375,
0.624772216796875,
0.6248447875976563,
0.624733642578125,
0.6242537231445312,
0.6245834350585937,
0.6244530029296875,
0.6243206787109375,
0.6244182739257812,
0.6247454223632812,
0.6242996826171875,
0.6248751831054687,
0.6244622802734375,
0.62475830078125,
0.6242969970703125,
0.6248904418945312,
0.6246420288085938,
0.6245722045898437,
0.6245536499023437,
0.6241824951171875,
0.6241730346679687,
0.6246277465820312,
0.6245938720703125,
0.6244935913085937,
0.6241641845703125,
0.6248124389648437,
0.6248809814453125,
0.6247643432617187,
0.6248110961914063,
0.6247716064453125,
0.6245595092773437,
0.6247474365234374,
0.6241961669921875,
0.6243034057617187,
0.6245968017578125,
0.6248692626953125,
0.6243919677734375,
0.6244685668945312,
0.6243482055664062,
0.6245479125976563,
