time,
751.3199155108848,
746.1502386243935,
739.3995176838611,
738.186962401845,
741.2112237056308,
738.1409571709014,
741.188705850198,
738.6582336089122,
753.7295844771451,
754.5208817192288,
744.035524032016,
750.8412554264555,
739.6956100173966,
749.7430222763982,
740.2787202342952,
746.5968892244956,
749.5021768864913,
750.0431259177094,
745.077301954322,
751.2120522974656,
749.3003751037411,
754.0032753247893,
756.475703703556,
749.8757601027835,
764.3296170358784,
750.5463136012513,
753.3169132644919,
747.316042577726,
755.5736179495979,
748.4611772815053,
748.2963804543858,
741.9106097779942,
746.5640669289454,
750.8642140816522,
745.3644041472485,
748.565159082929,
746.5498191713483,
753.9745303522408,
743.4881676934372,
754.6119563968335,
747.345104199917,
757.9177062851123,
751.7358377888789,
752.2244071397791,
747.8577024347229,
756.1500843893641,
749.0466125151621,
753.9208652802605,
745.3977866445352,
747.6294523269918,
